org-slug,org-id,dep-id,dep-name,dep-version,latest-version,latest-version-published-date,first-published-date,is-deprecated,license,project-name,project-id,project-url
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.fasterxml.jackson.datatype:jackson-datatype-jdk8@2.15.3,com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.15.3,2.18.3,2025-03-01T00:24:12.000Z,2014-10-09T03:57:45.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.fasterxml.jackson.datatype:jackson-datatype-jsr310@2.15.3,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.15.3,2.18.3,2025-03-01T00:24:16.000Z,2013-04-25T03:57:05.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.fasterxml.jackson.module:jackson-module-parameter-names@2.15.3,com.fasterxml.jackson.module:jackson-module-parameter-names,2.15.3,2.18.3,2025-03-01T00:24:13.000Z,2014-06-03T05:06:25.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jffi@1.3.11,com.github.jnr:jffi,1.3.11,1.3.13,2024-02-14T18:16:29.000Z,2011-07-30T12:09:59.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-a64asm@1.0.0,com.github.jnr:jnr-a64asm,1.0.0,1.0.0,2018-09-06T10:05:45.000Z,2018-09-06T10:05:45.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-constants@0.10.4,com.github.jnr:jnr-constants,0.10.4,0.10.4,2022-11-15T18:16:02.000Z,2011-08-06T02:00:05.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-enxio@0.32.15,com.github.jnr:jnr-enxio,0.32.15,0.32.18,2024-10-13T20:30:25.000Z,2012-09-23T22:25:17.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-ffi@2.2.14,com.github.jnr:jnr-ffi,2.2.14,2.2.17,2024-10-13T20:16:31.000Z,2011-08-06T04:01:07.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-netdb@1.2.0,com.github.jnr:jnr-netdb,1.2.0,1.2.0,2020-09-11T23:01:33.000Z,2011-08-07T08:43:39.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-posix@3.1.17,com.github.jnr:jnr-posix,3.1.17,3.1.20,2024-10-13T20:29:11.000Z,2011-08-07T10:55:49.000Z,false,Multiple licenses: EPL-1.0; GPL-2.0; LGPL-2.1,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-unixsocket@0.38.20,com.github.jnr:jnr-unixsocket,0.38.20,0.38.23,2024-10-13T20:34:24.000Z,2012-09-23T23:20:07.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.jnr:jnr-x86asm@1.0.2,com.github.jnr:jnr-x86asm,1.0.2,1.0.2,2012-04-07T02:50:16.000Z,2011-07-30T09:48:20.000Z,false,MIT license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.github.stephenc.jcip:jcip-annotations@1.0-1,com.github.stephenc.jcip:jcip-annotations,1.0-1,1.0-1,2013-02-13T10:57:28.000Z,2013-02-13T10:57:28.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.code.findbugs:jsr305@3.0.2,com.google.code.findbugs:jsr305,3.0.2,3.0.2,2017-03-31T04:55:47.000Z,2009-03-18T17:01:15.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.errorprone:error_prone_annotations@2.21.1,com.google.errorprone:error_prone_annotations,2.21.1,2.38.0,2025-04-18T16:26:34.000Z,2015-01-28T22:43:57.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.guava:failureaccess@1.0.1,com.google.guava:failureaccess,1.0.1,1.0.3,2025-03-19T16:15:51.000Z,2018-09-11T19:39:54.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.guava:guava@32.1.3-jre,com.google.guava:guava,32.1.3-jre,33.4.8-jre,2025-04-14T17:25:22.000Z,2010-04-26T13:06:05.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.guava:listenablefuture@9999.0-empty-to-avoid-conflict-with-guava,com.google.guava:listenablefuture,9999.0-empty-to-avoid-conflict-with-guava,9999.0-empty-to-avoid-conflict-with-guava,2018-09-11T19:40:43.000Z,2018-09-11T19:40:24.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.google.j2objc:j2objc-annotations@2.8,com.google.j2objc:j2objc-annotations,2.8,3.0.0,2024-03-09T17:12:59.000Z,2015-06-17T20:29:29.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.headius:backport9@1.13,com.headius:backport9,1.13,1.13,2023-05-23T21:00:26.000Z,2018-12-07T19:40:46.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.headius:invokebinder@1.13,com.headius:invokebinder,1.13,1.14,2024-04-02T23:14:20.000Z,2012-02-21T19:00:21.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.headius:options@1.6,com.headius:options,1.6,1.7,2021-11-22T18:32:40.000Z,2013-09-18T13:43:07.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,commons-io:commons-io@2.15.1,commons-io:commons-io,2.15.1,2.19.0,2025-04-08T22:05:42.000Z,2005-10-10T18:59:00.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.nimbusds:content-type@2.2,com.nimbusds:content-type,2.2,2.3,2023-11-05T07:39:48.000Z,2020-02-05T04:39:49.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.nimbusds:lang-tag@1.7,com.nimbusds:lang-tag,1.7,1.7,2022-07-06T07:39:22.000Z,2013-04-05T08:01:12.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.nimbusds:nimbus-jose-jwt@9.24.4,com.nimbusds:nimbus-jose-jwt,9.24.4,10.2,2025-04-07T18:49:11.000Z,2013-01-17T17:47:14.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.nimbusds:oauth2-oidc-sdk@9.43.3,com.nimbusds:oauth2-oidc-sdk,9.43.3,11.23.1,2025-02-26T08:23:15.000Z,2013-05-13T08:33:12.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.nulab-inc:zxcvbn@1.8.0,com.nulab-inc:zxcvbn,1.8.0,1.9.0,2024-04-06T08:44:49.000Z,2015-12-29T03:42:33.000Z,false,MIT license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.sun.istack:istack-commons-runtime@4.1.2,com.sun.istack:istack-commons-runtime,4.1.2,4.2.0,2023-04-14T11:32:35.000Z,2010-05-20T08:25:35.000Z,false,EDL-1.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.sun.xml.bind:jaxb-core@4.0.3,com.sun.xml.bind:jaxb-core,4.0.3,4.0.5,2024-03-06T06:01:22.000Z,2013-02-18T23:15:32.000Z,false,EDL-1.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.sun.xml.bind:jaxb-impl@4.0.3,com.sun.xml.bind:jaxb-impl,4.0.3,4.0.5,2024-03-06T06:01:27.000Z,2006-05-23T10:13:32.000Z,false,EDL-1.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.thoughtworks.xstream:xstream@1.4.5,com.thoughtworks.xstream:xstream,1.4.5,1.4.21,2024-11-07T19:15:04.000Z,2006-08-18T09:59:44.000Z,false,BSD-2-Clause license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.vaadin.external.google:android-json@0.0.20131108.vaadin1,com.vaadin.external.google:android-json,0.0.20131108.vaadin1,0.0.20131108.vaadin1,2014-02-28T12:44:43.000Z,2014-02-28T12:44:43.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,com.zaxxer:HikariCP@5.0.1,com.zaxxer:HikariCP,5.0.1,6.3.0,2025-03-24T17:20:04.000Z,2013-11-04T15:18:09.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.github.classgraph:classgraph@4.8.149,io.github.classgraph:classgraph,4.8.149,4.8.179,2024-11-12T06:34:36.000Z,2018-07-29T04:58:09.000Z,false,MIT license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.jsonwebtoken:jjwt@0.9.1,io.jsonwebtoken:jjwt,0.9.1,0.12.6,2024-06-21T19:53:13.000Z,2014-09-20T03:37:49.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.micrometer:micrometer-commons@1.11.5,io.micrometer:micrometer-commons,1.11.5,1.14.6,2025-04-14T03:09:19.000Z,2022-11-07T07:35:34.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.micrometer:micrometer-core@1.11.5,io.micrometer:micrometer-core,1.11.5,1.14.6,2025-04-14T03:09:20.000Z,2017-07-22T03:12:45.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.micrometer:micrometer-observation@1.11.5,io.micrometer:micrometer-observation,1.11.5,1.14.6,2025-04-14T03:09:32.000Z,2022-11-07T07:35:42.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.smallrye:jandex@3.0.5,io.smallrye:jandex,3.0.5,3.3.0,2025-04-07T13:02:59.000Z,2022-08-17T08:28:55.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.undertow:undertow-core@2.3.10.Final,io.undertow:undertow-core,2.3.10.Final,2.3.18.Final,2024-10-16T13:46:08.000Z,2013-03-05T23:58:24.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.undertow:undertow-servlet@2.3.10.Final,io.undertow:undertow-servlet,2.3.10.Final,2.3.18.Final,2024-10-16T13:49:13.000Z,2013-03-05T23:59:17.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,io.undertow:undertow-websockets-jsr@2.3.10.Final,io.undertow:undertow-websockets-jsr,2.3.10.Final,2.3.18.Final,2024-10-16T13:49:53.000Z,2013-03-06T00:00:40.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.activation:jakarta.activation-api@2.1.2,jakarta.activation:jakarta.activation-api,2.1.2,2.1.3,2024-02-15T08:14:27.000Z,2018-11-20T22:16:30.000Z,false,EDL-1.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.annotation:jakarta.annotation-api@2.1.1,jakarta.annotation:jakarta.annotation-api,2.1.1,3.0.0,2024-02-15T14:43:36.000Z,2018-10-29T10:28:54.000Z,false,Dual license: EPL-2.0; GPL-2.0-with-classpath-exception,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.inject:jakarta.inject-api@2.0.1,jakarta.inject:jakarta.inject-api,2.0.1,2.0.1.MR,2021-10-16T18:28:46.000Z,2019-08-04T02:01:13.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.persistence:jakarta.persistence-api@3.1.0,jakarta.persistence:jakarta.persistence-api,3.1.0,3.2.0,2024-04-10T08:59:06.000Z,2018-11-02T08:18:23.000Z,false,Dual license: EDL-1.0; EPL-2.0,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.servlet:jakarta.servlet-api@6.0.0,jakarta.servlet:jakarta.servlet-api,6.0.0,6.1.0,2024-05-24T17:35:21.000Z,2019-01-14T15:27:22.000Z,false,Dual license: EPL-2.0; GPL-2.0-with-classpath-exception,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.transaction:jakarta.transaction-api@2.0.1,jakarta.transaction:jakarta.transaction-api,2.0.1,2.0.1,2022-03-31T10:37:39.000Z,2018-12-18T16:38:53.000Z,false,Dual license: EPL-2.0; GPL-2.0-with-classpath-exception,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.validation:jakarta.validation-api@3.0.2,jakarta.validation:jakarta.validation-api,3.0.2,3.1.1,2025-02-01T23:34:41.000Z,2018-11-26T15:29:50.000Z,false,Apache-2.0 license,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
customer-b,058d8c31-2bb9-4bac-84d8-03516b798457,jakarta.websocket:jakarta.websocket-api@2.1.1,jakarta.websocket:jakarta.websocket-api,2.1.1,2.2.0,2024-03-28T13:09:07.000Z,2018-12-17T20:09:18.000Z,false,Dual license: EPL-2.0; GPL-2.0-with-classpath-exception,joe-shope/WebGoat(main):pom.xml,3862e69c-b414-48b0-932e-cb4d59e4416c,https://app.snyk.io/org/customer-b/project/3862e69c-b414-48b0-932e-cb4d59e4416c
